"date","region","material","distr_chan","quantity","check_nm","check_pos"
2021-05-16,R003,"839496","1",8,"00000002021051603584","0000000020"
2021-04-02,R002,"1128608","1",16,"00000020210402072223","0000000001"
2021-02-18,R004,"979317","1",14,"00000020210218026325","0000000002"
2021-04-11,R001,"892589","1",13,"00000020210411029154","0000000001"
2021-01-28,R002,"722243","1",4,"00000020210128021125","0000000006"
2021-03-18,R003,"740636","2",11,"00000020210318018939","0000000017"
2021-06-02,R003,"916512","2",11,"00000020210602012586","0000000003"
2021-05-21,R003,"1392835","2",10,"00000020210521028636","0000000001"
2021-05-29,R002,"747029","2",4,"00000020210529015380","0000000003"
2021-02-16,R001,"322658","2",7,"00000020210216011876","0000000001"
2021-07-19,R003,"546194","2",18,"00000020210719021288","0000000001"
2021-04-22,R004,"638421","1",3,"00000002021042201524","0000000004"
2021-05-18,R002,"1169668","1",7,"00000002021051804765","0000000001"
2021-06-21,R004,"670760","2",20,"00000020210621024831","0000000001"
2021-07-04,R002,"21100","1",20,"00000020210704011520","0000000001"
2021-06-08,R001,"566622","1",1,"00000002021060801176","0000000003"
2021-06-24,R001,"1354544","2",12,"00000020210624035155","0000000001"
2021-03-16,R003,"1039551","1",19,"00000020210316054508","0000000003"
2021-03-07,R001,"1270652","2",8,"00000020210307026757","0000000001"
2021-05-19,R003,"841614","2",16,"00000020210519041529","0000000012"
2021-04-14,R001,"1080091","1",1,"00000020210414028012","0000000003"
2021-02-05,R003,"551827","1",13,"00000020210205012564","0000000001"
2021-03-17,R001,"295093","2",8,"00000020210317029898","0000000022"
2021-02-20,R003,"387058","2",15,"00000020210220036333","0000000001"
2021-01-11,R004,"515199","1",4,"00000000020210111018","0000000001"
2021-03-18,R001,"529365","2",6,"00000020210318027972","0000000001"
2021-02-21,R003,"1007580","1",8,"00000020210221017628","0000000003"
2021-05-27,R003,"1370946","2",3,"00000020210527029935","0000000005"
2021-04-22,R003,"891856","2",18,"00000002021042201556","0000000002"
2021-07-22,R004,"390122","1",9,"00000020210722025437","0000000001"
2021-02-24,R003,"818705","2",2,"00000020210224019080","0000000003"
2021-03-17,R002,"328331","1",13,"00000020210317031529","0000000004"
2021-05-24,R001,"1115290","1",17,"00000020210524025393","0000000003"
2021-03-07,R004,"1176833","1",10,"00000020210307073585","0000000009"
2021-07-17,R004,"889539","2",20,"00000020210717016259","0000000003"
2021-02-21,R002,"821724","1",3,"00000020210221038034","0000000002"
2021-01-14,R002,"1374650","1",8,"00000020210114016026","0000000007"
2021-01-20,R003,"731499","2",7,"00000020210120033843","0000000001"
2021-02-04,R003,"984523","1",13,"00000020210204034428","0000000001"
2021-02-08,R004,"683153","1",5,"00000020210208019755","0000000001"
2021-07-05,R002,"1124021","2",8,"00000020210705012581","0000000002"
2021-05-26,R003,"1270652","1",10,"00000020210526015960","0000000001"
2021-01-27,R001,"714509","1",20,"00000020210127016904","0000000001"
2021-05-21,R002,"535699","1",2,"00000020210521014574","0000000001"
2021-05-07,R002,"1307896","2",16,"00000002021050704959","0000000002"
2021-01-23,R003,"361457","2",10,"00000020210123026666","0000000002"
2021-01-25,R002,"510686","2",3,"00000020210125049282","0000000009"
2021-03-07,R004,"1076070","2",8,"00000020210307014687","0000000002"
2021-04-16,R003,"698043","1",16,"00000020210416034238","0000000001"
2021-07-21,R004,"246335","2",19,"00000020210721021397","0000000002"
2021-06-26,R001,"1190672","1",9,"00000002021062602170","0000000008"
2021-01-29,R004,"1245515","1",13,"00000020210129021205","0000000001"
2021-01-10,R003,"366848","2",16,"00000020210110026856","0000000002"
2021-02-22,R004,"489540","2",8,"00000020210222013452","0000000003"
2021-05-28,R002,"1411147","1",2,"00000002021052802593","0000000002"
2021-03-17,R004,"1057184","2",7,"00000002021031701923","0000000002"
2021-07-25,R004,"398800","2",16,"00000020210725034038","0000000011"
2021-05-12,R003,"654535","1",8,"00000020210512069396","0000000002"
2021-07-24,R002,"664872","2",19,"00000020210724043082","0000000002"
2021-03-06,R003,"1205250","2",12,"00000020210306024606","0000000001"
2021-07-21,R003,"1132016","2",7,"00000020210721017726","0000000001"
2021-07-02,R001,"1071035","2",14,"00000002021070202138","0000000001"
2021-03-12,R004,"153080","2",3,"00000002021031201936","0000000001"
2021-02-16,R001,"861542","1",20,"00000020210216074365","0000000002"
2021-01-30,R004,"1297240","1",7,"00000020210130024769","0000000002"
2021-03-03,R001,"1050238","2",17,"00000020210303014073","0000000001"
2021-04-06,R004,"239580","2",13,"00000020210406013459","0000000007"
2021-03-13,R003,"768266","1",4,"00000020210313021051","0000000002"
2021-06-07,R003,"768266","1",6,"00000020210607037693","0000000001"
2021-03-13,R004,"832231","2",5,"00000020210313034102","0000000002"
2021-03-21,R004,"746345","2",11,"00000020210321033651","0000000002"
2021-03-05,R002,"1039810","1",18,"00000020210305047531","0000000003"
2021-01-25,R001,"1411587","2",4,"00000020210125024355","0000000001"
2021-06-16,R003,"1226515","2",6,"00000020210616022116","0000000003"
2021-03-18,R001,"376584","1",18,"00000020210318059430","0000000002"
2021-02-02,R003,"706051","2",15,"00000020210202012786","0000000001"
2021-05-29,R002,"1044566","2",17,"00000020210529018588","0000000003"
2021-01-20,R003,"1350894","1",10,"00000020210120012101","0000000002"
2021-02-18,R004,"950902","1",19,"00000020210218039090","0000000001"
2021-05-14,R004,"703805","1",9,"00000020210514019453","0000000001"
2021-02-11,R001,"864283","1",16,"00000020210211021219","0000000007"
2021-05-26,R001,"715451","1",14,"00000020210526014320","0000000002"
2021-07-01,R004,"867480","2",16,"00000020210701011176","0000000001"
2021-02-15,R004,"568577","1",16,"00000000202102150153","0000000006"
2021-05-20,R004,"664872","2",12,"00000020210520012486","0000000001"
2021-07-06,R003,"841775","1",16,"00000002021070604478","0000000002"
2021-02-04,R001,"804250","1",3,"00000020210204012645","0000000001"
2021-05-28,R004,"1198115","1",15,"00000020210528016757","0000000002"
2021-03-22,R003,"617507","2",6,"00000020210322024732","0000000003"
2021-02-09,R002,"258403","2",13,"00000020210209018578","0000000001"
2021-03-12,R004,"862615","1",4,"00000020210312025870","0000000004"
2021-05-27,R002,"850022","1",18,"00000020210527015130","0000000001"
2021-03-18,R001,"1286833","2",17,"00000020210318032066","0000000006"
2021-07-01,R002,"673473","2",7,"00000020210701036917","0000000001"
2021-02-22,R004,"717993","2",11,"00000002021022203607","0000000017"
2021-03-17,R003,"361457","1",7,"00000020210317033561","0000000007"
2021-07-19,R004,"199593","1",10,"00000020210719016024","0000000015"
2021-06-01,R003,"646737","1",8,"00000020210601011684","0000000005"
2021-03-23,R003,"957512","1",10,"00000020210323033923","0000000001"
2021-07-14,R003,"1057184","1",6,"00000020210714021023","0000000001"
2021-04-05,R004,"1177162","1",9,"00000020210405012769","0000000009"
2021-02-25,R002,"135492","2",16,"00000020210225016065","0000000002"
2021-01-23,R001,"1183238","2",8,"00000020210123079547","0000000001"
2021-02-08,R004,"1351929","2",12,"00000020210208022904","0000000002"
2021-03-29,R001,"440184","2",7,"00000020210329026414","0000000001"
2021-07-19,R002,"699371","2",14,"00000020210719037605","0000000008"
2021-06-23,R003,"899974","1",13,"00000020210623027838","0000000001"
2021-04-16,R003,"654535","2",18,"00000020210416025654","0000000002"
2021-03-11,R002,"1348138","2",6,"00000002021031103347","0000000012"
2021-05-11,R002,"900267","2",3,"00000020210511015691","0000000001"
2021-04-21,R001,"1163077","1",2,"00000020210421034540","0000000002"
2021-03-19,R001,"1019964","2",1,"00000020210319045565","0000000002"
2021-02-03,R002,"1274666","1",6,"00000020210203012727","0000000001"
2021-04-09,R003,"950902","2",6,"00000020210409073473","0000000001"
2021-03-13,R003,"473905","1",16,"00000002021031301629","0000000015"
2021-04-01,R003,"1071035","2",12,"00000020210401114471","0000000004"
2021-01-22,R001,"1231151","1",20,"00000020210122024951","0000000001"
2021-01-10,R003,"1024872","1",14,"00000020210110017605","0000000019"
2021-02-07,R001,"177415","1",13,"00000020210207027878","0000000003"
2021-04-12,R001,"513487","1",18,"00000020210412022896","0000000002"
2021-03-16,R002,"722435","2",14,"00000020210316016519","0000000004"
2021-01-17,R004,"787626","2",5,"00000020210117011166","0000000003"
2021-02-10,R002,"1331219","1",6,"00000002021021001674","0000000001"
2021-03-09,R001,"892288","1",5,"00000020210309011174","0000000003"
2021-03-03,R003,"1399019","2",11,"00000020210303018570","0000000002"
2021-01-20,R001,"744121","1",10,"00000020210120012085","0000000002"
2021-01-22,R004,"411660","1",18,"00000020210122022992","0000000004"
2021-06-01,R003,"1411587","2",7,"00000020210601025184","0000000001"
2021-05-26,R004,"1011062","1",18,"00000020210526046935","0000000001"
2021-01-13,R003,"1070394","1",9,"00000020210113012061","0000000006"
2021-05-20,R001,"701475","2",12,"00000002021052002326","0000000001"
2021-05-17,R003,"248923","2",18,"00000020210517014543","0000000003"
2021-05-21,R003,"727271","1",12,"00000020210521025264","0000000005"
2021-03-23,R002,"703805","1",4,"00000020210323034790","0000000003"
2021-03-19,R002,"531932","1",3,"00000020210319015674","0000000005"
2021-01-15,R002,"1093254","1",11,"00000020210115025395","0000000001"
2021-02-16,R003,"1281613","1",4,"00000020210216074329","0000000003"
2021-07-16,R002,"1366537","1",17,"00000020210716029692","0000000004"
2021-01-26,R004,"466833","2",13,"00000020210126011760","0000000004"
2021-01-09,R002,"1331639","1",20,"00000020210109011001","0000000008"
2021-03-27,R002,"568509","1",18,"00000020210327019071","0000000001"
2021-04-17,R001,"340987","1",14,"00000020210417029255","0000000001"
2021-06-07,R001,"412422","1",6,"00000020210607017156","0000000002"
2021-05-24,R004,"923275","1",3,"00000020210524023329","0000000002"
2021-05-16,R001,"1027749","1",16,"00000020210516055175","0000000001"
2021-06-22,R001,"683153","2",18,"00000020210622011000","0000000006"
2021-04-29,R003,"1056568","2",14,"00000020210429018497","0000000001"
2021-02-22,R003,"1202718","2",1,"00000020210222033918","0000000004"
2021-02-22,R002,"1017079","2",19,"00000020210222011900","0000000001"
2021-05-25,R004,"1080087","2",7,"00000020210525014259","0000000001"
2021-04-13,R001,"258403","2",18,"00000020210413033557","0000000002"
2021-01-26,R002,"21100","2",10,"00000020210126013967","0000000003"
2021-02-20,R001,"221978","1",11,"00000020210220018547","0000000002"
2021-03-03,R003,"130088","1",13,"00000020210303033208","0000000003"
2021-01-28,R002,"1226515","2",18,"00000020210128027535","0000000001"
2021-02-05,R002,"703805","1",8,"00000020210205011784","0000000006"
2021-04-20,R001,"962349","2",6,"00000002021042001982","0000000001"
2021-04-06,R003,"937908","2",2,"00000020210406012083","0000000001"
2021-05-31,R002,"740351","1",3,"00000020210531041639","0000000002"
2021-05-08,R003,"1428824","1",1,"00000020210508014768","0000000001"
2021-04-20,R001,"1039551","1",10,"00000020210420019908","0000000001"
2021-07-20,R003,"854877","1",3,"00000020210720021326","0000000001"
2021-06-09,R003,"1198115","1",4,"00000020210609017405","0000000001"
2021-06-01,R001,"765009","1",15,"00000020210601013619","0000000002"
2021-02-21,R003,"882425","2",3,"00000020210221029640","0000000002"
2021-04-23,R004,"932392","1",12,"00000020210423038804","0000000002"
2021-03-02,R004,"1159352","1",8,"00000020210302029213","0000000003"
2021-02-10,R001,"1119579","2",18,"00000020210210049674","0000000001"
2021-07-08,R004,"1077886","2",7,"00000002021070802619","0000000007"
2021-02-01,R003,"1331639","2",1,"00000020210201032819","0000000003"
2021-04-06,R004,"1422669","1",2,"00000020210406037253","0000000001"
2021-01-23,R004,"1287262","2",9,"00000002021012303175","0000000003"
2021-04-02,R004,"977610","1",3,"00000020210402013522","0000000002"
2021-01-29,R002,"470202","1",19,"00000020210129038328","0000000007"
2021-03-28,R001,"884961","2",19,"00000020210328033931","0000000001"
2021-06-23,R003,"433069","1",16,"00000020210623036140","0000000001"
2021-04-16,R002,"675471","1",19,"00000002021041601751","0000000001"
2021-01-30,R001,"1147234","1",16,"00000020210130015380","0000000003"
2021-01-19,R003,"935147","1",9,"00000020210119013137","0000000001"
2021-06-20,R003,"492210","2",19,"00000020210620021674","0000000011"
2021-01-15,R001,"403069","1",4,"00000020210115014936","0000000003"
2021-01-22,R003,"641794","1",2,"00000020210122013502","0000000002"
2021-01-05,R004,"1132016","1",4,"00000020210105055956","0000000003"
2021-01-12,R002,"1246107","2",3,"00000020210112015299","0000000001"
2021-04-04,R001,"730883","2",12,"00000020210404114853","0000000002"
2021-01-11,R001,"473905","2",16,"00000020210111017176","0000000009"
2021-07-20,R002,"1008173","2",15,"00000020210720042738","0000000003"
2021-01-23,R003,"619254","1",16,"00000020210123049234","0000000004"
2021-02-20,R001,"289726","2",11,"00000020210220019837","0000000003"
2021-03-03,R001,"633668","1",11,"00000002021030301781","0000000002"
2021-01-09,R001,"879645","2",16,"00000020210109015091","0000000002"
2021-02-19,R002,"268031","2",17,"00000020210219032307","0000000001"
2021-05-31,R003,"328331","2",4,"00000020210531016438","0000000001"
2021-06-09,R003,"1407009","2",18,"00000002021060901242","0000000001"
2021-02-16,R003,"877083","2",3,"00000020210216017670","0000000001"
2021-02-14,R002,"973246","1",7,"00000020210214023932","0000000003"
2021-01-21,R002,"950902","1",12,"00000020210121016304","0000000002"
2021-02-24,R001,"357480","2",7,"00000020210224011607","0000000004"
2021-07-02,R001,"1057184","1",9,"00000002021070207235","0000000018"
2021-02-27,R004,"916512","1",15,"00000020210227033565","0000000003"
2021-05-12,R004,"741566","2",4,"00000020210512119447","0000000002"
2021-06-23,R002,"1034413","1",19,"00000020210623043217","0000000002"
2021-03-22,R001,"1072402","2",7,"00000020210322027177","0000000001"
2021-01-04,R003,"1189925","2",4,"00000020210104017614","0000000001"
2021-03-16,R004,"731499","2",11,"00000020210316015899","0000000001"
2021-03-04,R003,"289726","1",14,"00000020210304035923","0000000002"
2021-06-09,R003,"734286","1",13,"00000020210609013615","0000000001"
2021-03-05,R003,"1117546","1",7,"00000020210305017523","0000000001"
2021-02-09,R003,"312943","1",11,"00000020210209024179","0000000002"
2021-05-16,R004,"176703","1",8,"00000020210516014399","0000000002"
2021-03-03,R001,"382371","2",15,"00000020210303016627","0000000001"
2021-02-03,R001,"887406","2",7,"00000020210203026711","0000000001"
2021-03-24,R003,"708268","1",6,"00000020210324022507","0000000008"
2021-01-21,R004,"413787","2",9,"00000020210121012861","0000000007"
2021-04-05,R001,"1277556","2",13,"00000020210405066149","0000000001"
2021-06-13,R001,"1171344","1",7,"00000020210613016623","0000000002"
2021-02-24,R003,"1003686","2",8,"00000020210224012859","0000000002"
2021-02-02,R002,"725846","1",6,"00000020210202015561","0000000004"
2021-06-13,R001,"1230155","2",9,"00000020210613012998","0000000003"
2021-03-11,R001,"380972","1",12,"00000020210311053892","0000000008"
2021-02-22,R001,"1000994","2",18,"00000020210222033905","0000000004"
2021-03-21,R003,"716515","1",2,"00000020210321038084","0000000008"
2021-06-22,R004,"312432","1",19,"00000020210622018417","0000000001"
2021-07-14,R003,"1068405","1",10,"00000020210714012683","0000000001"
2021-04-29,R002,"1207634","2",19,"00000020210429012633","0000000005"
2021-06-16,R003,"1234380","1",8,"00000020210616032019","0000000007"
2021-01-28,R002,"944263","2",2,"00000020210128016300","0000000002"
2021-03-01,R001,"953897","1",19,"00000020210301023888","0000000001"
2021-03-19,R003,"295093","2",5,"00000020210319045604","0000000001"
2021-03-25,R002,"177245","1",10,"00000020210325011590","0000000003"
2021-01-06,R002,"849945","1",15,"00000020210106051248","0000000006"
2021-05-10,R004,"1070394","2",13,"00000002021051003315","0000000003"
2021-07-26,R004,"606358","2",9,"00000020210726027883","0000000001"
2021-04-20,R004,"980266","1",17,"00000020210420019994","0000000012"
2021-02-17,R004,"1330062","1",20,"00000020210217017152","0000000003"
2021-02-13,R001,"745919","2",17,"00000020210213026676","0000000002"
