address,z_address,bathrooms,bedrooms,finishedsqft,lastsolddate,lastsoldprice,latitude,longitude,neighborhood,totalrooms,usecode,yearbuilt,zestimate,zipcode
Address: 718 16th Avenue,718 16th Ave,4.0,5.0,2975.0,03/14/2014,920000.0,37.774474,-122.474315,Central Richmond,9.0,SingleFamily,1920.0,2074960.0,94118.0
Address: 813 47th Avenue #1,813 47th Ave # 1,1.0,1.0,615.0,03/14/2014,525000.0,37.773018,-122.508078,Outer Richmond,3.0,Condominium,1992.0,678154.0,94121.0
Address: 5500 Anza Street,5500 Anza St,3.0,4.0,2789.0,03/14/2014,990000.0,37.777272,-122.507387,Outer Richmond,10.0,SingleFamily,1940.0,1452157.0,94121.0
Address: 1829 24th Avenue,1829 24th Ave,2.0,4.0,1919.0,03/14/2014,1070000.0,37.753369,-122.482115,Central Sunset,7.0,SingleFamily,1939.0,1381494.0,94122.0
Address: 1879 14th Avenue,1879 14th Ave,3.5,4.0,3013.0,03/17/2015,1820000.0,37.752768,-122.471321,Golden Gate Heights,11.0,SingleFamily,1962.0,2221303.0,94122.0
Address: 780 Monterey Boulevard #201,780 Monterey Blvd APT 201,1.0,2.0,813.0,03/14/2014,600000.0,37.731799,-122.452979,Westwood Highlands,4.0,Condominium,1982.0,667857.0,94127.0
Address: 62 Stanford Heights Avenue,62 Stanford Heights Ave,2.0,3.0,1350.0,03/14/2014,1150000.0,37.734966,-122.449649,Miraloma Park,4.0,SingleFamily,1960.0,1644045.0,94127.0
Address: 126 Byxbee Street,126 Byxbee St,1.0,2.0,812.0,03/14/2014,768000.0,37.716622,-122.469547,Ingleside Heights,4.0,SingleFamily,1942.0,623252.0,94132.0
Address: 401 Crescent Court #4206,401 Crescent Ct APT 4206,2.0,2.0,935.0,03/14/2014,499000.0,37.711177,-122.388069,Bayview,4.0,Condominium,2007.0,581082.0,94134.0
Address: 460 Brussels Street,460 Brussels St,1.0,2.0,1250.0,03/14/2014,656000.0,37.726275,-122.405564,Portola,5.0,SingleFamily,1908.0,846504.0,94134.0
Address: 1255 California Street #104,1255 California St APT 104,1.0,0.0,725.0,03/13/2014,550000.0,37.790995,-122.414995,Downtown,2.0,Condominium,1985.0,689356.0,94109.0
Address: 844 North Point Street,844 N Point St,2.0,2.0,1419.0,03/13/2014,1675000.0,37.805895,-122.421245,Russian Hill,5.0,Condominium,1907.0,1719342.0,94109.0
Address: 71 Bronte Street,71 Bronte St,1.0,2.0,1053.0,03/13/2014,950000.0,37.738573,-122.410032,Bernal Heights,5.0,SingleFamily,1936.0,1034142.0,94110.0
Address: 217 Holly Park Circle,217-219 Holly Park Cir,1.0,2.0,1950.0,03/13/2014,1300000.0,37.737544,-122.418533,Bernal Heights,8.0,SingleFamily,1908.0,1298851.0,94110.0
Address: 1469 Dolores Street,1469 Dolores St,1.0,2.0,1366.0,03/13/2014,1305000.0,37.745962,-122.424206,Noe Valley,6.0,Condominium,1924.0,1119555.0,94110.0
Address: 735 Madrid Street,735 Madrid St,2.0,3.0,1625.0,03/13/2014,915000.0,37.717814,-122.435337,Excelsior,5.0,SingleFamily,1956.0,833191.0,94112.0
Address: 1805 Fillmore Street #205,1805 Fillmore St APT 205,1.0,1.0,610.0,03/13/2014,640000.0,37.786253,-122.433645,Lower Pacific Heights,4.0,Condominium,1986.0,716610.0,94115.0
Address: 2675 39th Avenue,2675 39th Ave,1.0,2.0,1011.0,03/13/2014,780000.0,37.736983,-122.497088,Outer Parkside,4.0,SingleFamily,1948.0,773786.0,94116.0
Address: 3500 Broderick Street #211,3500 Broderick St # 211,2.0,2.0,977.0,03/13/2014,1000000.0,37.802703,-122.445061,Marina,5.0,Condominium,2007.0,1148467.0,94123.0
Address: 1501 Greenwich Street #101,1501 Greenwich St UNIT 101,2.0,2.0,1048.0,03/13/2014,1150000.0,37.80009,-122.424682,Cow Hollow,4.0,Condominium,2008.0,1288903.0,94123.0
Address: 14 MacOndray Lane #B,14 Macondray Ln # 14B,4.0,3.0,2588.0,03/13/2014,3075000.0,37.799411,-122.414587,Russian Hill,6.0,SingleFamily,1985.0,3756704.0,94133.0
Address: 260 King Street #481,260 King St UNIT 481,1.0,1.0,665.0,03/12/2014,600000.0,37.777641,-122.393417,South of Market,4.0,Condominium,2004.0,716483.0,94107.0
Address: 901 Powell Street #6,901 Powell St APT 6,2.0,2.0,1562.0,06/30/2015,1390000.0,37.793072,-122.409661,Nob Hill,5.0,Condominium,1912.0,1448334.0,94108.0
Address: 1440 Broadway #202,1440 Broadway APT 202,1.0,1.0,781.0,03/12/2014,720000.0,37.796385,-122.420727,Russian Hill,4.0,Condominium,1982.0,808888.0,94109.0
Address: 3125 Folsom Street,3125-3127 Folsom St,8.0,9.0,3786.0,03/12/2014,2150000.0,37.74784,-122.413321,Bernal Heights,16.0,Duplex,1905.0,3093874.0,94110.0
Address: 243 Staples Avenue,243 Staples Ave,1.0,2.0,960.0,03/12/2014,610000.0,37.72883,-122.447577,Sunnyside,5.0,SingleFamily,1925.0,951761.0,94112.0
Address: 2694 23rd Avenue,2694 23rd Ave,3.0,4.0,1329.0,03/12/2014,1153000.0,37.737427,-122.479318,Parkside,6.0,SingleFamily,1926.0,871006.0,94116.0
Address: 657 15th Avenue,657-659 15TH Ave,2.0,4.0,2880.0,03/12/2014,1127000.0,37.775726,-122.473941,Central Richmond,12.0,Condominium,1923.0,1692813.0,94118.0
Address: 563 6th Avenue,563 6th Ave,1.0,2.0,1454.0,03/12/2014,1340000.0,37.777912,-122.464388,Inner Richmond,6.0,SingleFamily,1940.0,1131241.0,94118.0
Address: 1314 7th Avenue,1314 7th Ave,2.0,3.0,1350.0,03/12/2014,980000.0,37.763797,-122.463859,Inner Sunset,6.0,Condominium,1914.0,1411247.0,94122.0
Address: 378 Joost Avenue,378 Joost Ave,1.5,2.0,936.0,03/12/2014,990000.0,37.732583,-122.443818,Sunnyside,4.0,SingleFamily,1955.0,1177368.0,94131.0
Address: 425 1st Street #4407,425 1st St UNIT 4407,1.0,1.0,819.0,03/11/2014,1098000.0,37.786064,-122.392173,South Beach,3.0,Condominium,2008.0,1188447.0,94105.0
Address: 655 Corbett Avenue #407,655 Corbett Ave APT 407,1.0,1.0,673.0,03/11/2014,630000.0,37.756505,-122.442985,Twin Peaks,2.0,Condominium,1964.0,748659.0,94114.0
Address: 429 Noe Street,429 Noe St,1.0,2.0,1396.0,03/11/2014,1600000.0,37.762175,-122.432575,Eureka Valley - Dolores Heights - Castro,6.0,Condominium,1907.0,1321164.0,94114.0
Address: 775 Noe Street,775 Noe St,2.5,3.0,2710.0,03/11/2014,2900000.0,37.756607,-122.432036,Eureka Valley - Dolores Heights - Castro,9.0,SingleFamily,1905.0,3558026.0,94114.0
Address: 465 Hoffman Avenue,465 Hoffman Ave,4.5,4.0,4400.0,03/11/2014,5105000.0,37.749877,-122.440196,Noe Valley,8.0,SingleFamily,2009.0,4601542.0,94114.0
Address: 2714 Pacific Avenue,2714 Pacific Ave,4.5,4.0,3725.0,03/11/2014,7400000.0,37.792925,-122.44038,Pacific Heights,9.0,SingleFamily,1914.0,8286496.0,94115.0
Address: 1761 Hayes Street,1761 Hayes St,1.0,2.0,1320.0,03/11/2014,1051500.0,37.773981,-122.445399,North Panhandle,6.0,Condominium,1907.0,1211948.0,94117.0
Address: 420 Stanyan Street #4,420 Stanyan St APT 4,2.0,3.0,1361.0,03/11/2014,1130000.0,37.774441,-122.454198,North Panhandle,6.0,Condominium,2003.0,1465225.0,94117.0
Address: 205 Carl Street,205 Carl St,2.5,3.0,1553.0,03/11/2014,1650000.0,37.765167,-122.453067,Haight-Ashbury,8.0,Condominium,1910.0,1686646.0,94117.0
Address: 801 Newhall Street,801 Newhall St,2.25,3.0,1450.0,12/08/2014,718000.0,37.739168,-122.388709,Bayview,6.0,SingleFamily,1932.0,728068.0,94124.0
Address: 83 Madrone Avenue,83 Madrone Ave,5.0,4.0,2680.0,03/11/2014,1799000.0,37.741887,-122.467183,West Portal,7.0,SingleFamily,1922.0,1971719.0,94127.0
Address: 514 Goettingen Street,514 Goettingen St,2.0,3.0,1675.0,03/11/2014,656500.0,37.725353,-122.406213,Portola,5.0,SingleFamily,1941.0,964085.0,94134.0
Address: 1488 Harrison Street #201,1488 Harrison St APT 201,2.0,1.0,1106.0,03/10/2014,755000.0,37.770933,-122.412421,South of Market,2.0,Condominium,2001.0,947279.0,94103.0
Address: 2174 48th Avenue,2174 48th Ave,2.0,3.0,1169.0,03/10/2014,660000.0,37.74591,-122.506736,Outer Parkside,8.0,SingleFamily,1946.0,856915.0,94116.0
Address: 3233 Jackson Street #1,3233 Jackson St APT 1,4.0,3.0,3356.0,03/10/2014,4200000.0,37.790475,-122.448066,Presidio Heights,8.0,Condominium,1913.0,5002021.0,94118.0
Address: 7321 Geary Boulevard,7321 Geary Blvd APT 2,6.0,9.0,4433.0,03/10/2014,2030000.0,37.779178,-122.498018,Outer Richmond,18.0,Duplex,1988.0,3190353.0,94121.0
Address: 956 Goettingen Street,956 Goettingen St,1.0,3.0,836.0,03/10/2014,630000.0,37.720085,-122.404084,Visitacion Valley,5.0,SingleFamily,1952.0,681474.0,94134.0
Address: 1160 Mission Street #1607,1160 Mission St UNIT 1607,2.0,2.0,1043.0,03/07/2014,920000.0,37.778705,-122.412635,South of Market,4.0,Condominium,2008.0,1168953.0,94103.0
Address: 201 Harrison Street #1124,201 Harrison St APT 1124,1.0,0.0,432.0,03/07/2014,448000.0,37.787585,-122.39048,South Beach,1.0,Condominium,1991.0,584187.0,94105.0
Address: 88 King Street #1020,88 King St APT 1020,2.0,2.0,1165.0,03/07/2014,1495000.0,37.78063,-122.389635,South Beach,4.0,Condominium,2000.0,1393945.0,94107.0
Address: 3452 18th Street,3452 18th St,1.0,1.0,750.0,03/07/2014,805000.0,37.76197,-122.420532,Mission,5.0,Condominium,1916.0,766017.0,94110.0
Address: 152 Santa Marina Street,152 Santa Marina St,1.0,2.0,784.0,03/07/2014,925000.0,37.739518,-122.420438,Bernal Heights,4.0,Condominium,1925.0,785953.0,94110.0
Address: 3119 Alemany Boulevard,3119 Alemany Blvd,1.0,2.0,728.0,03/07/2014,415000.0,37.710193,-122.455222,Outer Mission,4.0,SingleFamily,1946.0,562056.0,94112.0
Address: 166 Castro Street,166 Castro St,2.0,2.0,1583.0,03/07/2014,1260000.0,37.766185,-122.435863,Corona Heights,6.0,Condominium,1893.0,1452437.0,94114.0
Address: 2436 Jackson Street #3,2436 Jackson St # 3,1.0,2.0,795.0,03/07/2014,781000.0,37.792609,-122.435634,Pacific Heights,2.0,Condominium,1880.0,1374403.0,94115.0
Address: 1733 Scott Street #2,1733 Scott St APT 2,2.0,2.0,1488.0,03/07/2014,1410000.0,37.786163,-122.438616,Lower Pacific Heights,4.0,Miscellaneous,2001.0,2014722.0,94115.0
Address: 985 Clayton Street,985 Clayton St,2.0,4.0,2300.0,03/07/2014,2500000.0,37.763932,-122.447521,Parnassus - Ashbury,10.0,SingleFamily,1913.0,3090679.0,94117.0
Address: 371 6th Avenue,371 6th Ave,3.0,2.0,2269.0,03/07/2014,1600000.0,37.781623,-122.464591,Inner Richmond,7.0,SingleFamily,1906.0,1546846.0,94118.0
Address: 228 17th Avenue,228 17th Ave,1.0,2.0,1144.0,03/07/2014,920000.0,37.783744,-122.476074,Central Richmond,5.0,SingleFamily,1906.0,1305902.0,94121.0
Address: 1124 Fitzgerald Avenue,1124 Fitzgerald Ave,1.0,2.0,900.0,03/07/2014,525000.0,37.720432,-122.389813,Bayview,4.0,SingleFamily,1950.0,657712.0,94124.0
Address: 130 Mateo Street,130 Mateo St,1.0,3.0,1974.0,03/07/2014,1320000.0,37.73643,-122.429382,Glen Park,6.0,SingleFamily,1911.0,2162211.0,94131.0
Address: 996 Union Street,996 Union St,1.5,2.0,1349.0,03/07/2014,1099000.0,37.799835,-122.41562,Russian Hill,6.0,Condominium,1906.0,1437198.0,94133.0
Address: 120 Ankeny Street,120 Ankeny St,1.0,3.0,1100.0,03/07/2014,485500.0,37.719746,-122.405239,Visitacion Valley,6.0,SingleFamily,1963.0,697065.0,94134.0
Address: 18 Adair Street,18-20 Adair St,1.0,1.0,2192.0,03/06/2014,577500.0,37.765878,-122.417991,Mission,8.0,SingleFamily,1908.0,1560750.0,94103.0
Address: 1150 Folsom Street It1,1150 Folsom St # IT1,2.0,2.0,1654.0,03/06/2014,1000000.0,37.775951,-122.409294,South of Market,5.0,Condominium,2000.0,1280075.0,94103.0
Address: 425 1st Street #4107,425 1st St UNIT 4107,1.0,1.0,819.0,03/06/2014,1050000.0,37.786064,-122.392173,South Beach,3.0,MultiFamily2To4,2008.0,1196998.0,94105.0
Address: 573 Missouri Street,573 Missouri St,1.0,2.0,1366.0,03/06/2014,785000.0,37.759083,-122.396122,Potrero Hill,5.0,Condominium,1960.0,1317991.0,94107.0
Address: 219 Brannan Street #6C,219 Brannan St UNIT 6C,1.5,1.0,899.0,03/06/2014,929000.0,37.782575,-122.390364,South Beach,3.0,Condominium,2000.0,1144707.0,94107.0
Address: 1379 Kansas Street,1379 Kansas St,2.0,3.0,1390.0,03/06/2014,960000.0,37.752238,-122.402071,Potrero Hill,8.0,SingleFamily,1910.0,1142658.0,94107.0
Address: 700 Illinois Street,700 Illinois St,2.5,3.0,1900.0,03/06/2014,5500000.0,37.76227,-122.388295,Central Waterfront - Dogpatch,12.0,Condominium,2003.0,2318176.0,94107.0
Address: 723 Taylor Street #601,723 Taylor St # 601,1.0,1.0,677.0,03/06/2014,711000.0,37.789192,-122.412231,Downtown,3.0,Condominium,2010.0,819282.0,94108.0
Address: 836 Alvarado Street,836 Alvarado St,3.5,4.0,3280.0,03/06/2014,3400000.0,37.75359,-122.440083,Noe Valley,9.0,SingleFamily,1900.0,4196242.0,94114.0
Address: 1923 45th Avenue,1923 45th Ave,2.0,3.0,1600.0,03/06/2014,940000.0,37.750646,-122.504499,Outer Parkside,9.0,SingleFamily,1946.0,1170709.0,94116.0
Address: 2318 25th Avenue,2318 25th Ave,2.0,3.0,1600.0,03/06/2014,960000.0,37.74423,-122.481894,Parkside,6.0,SingleFamily,1926.0,1501330.0,94116.0
Address: 111 2nd Avenue,111 2nd Ave,3.5,3.0,2187.0,03/06/2014,2200000.0,37.786595,-122.460647,Lake,6.0,SingleFamily,1900.0,2655205.0,94118.0
Address: 1351 Quesada Avenue,1351 Quesada Ave,1.0,3.0,844.0,03/06/2014,380000.0,37.729458,-122.385139,Bayview,4.0,SingleFamily,1916.0,606415.0,94124.0
Address: 141 San Pablo Avenue,141 San Pablo Ave,2.0,3.0,2900.0,05/29/2015,2330000.0,37.737312,-122.461944,St. Francis Wood,6.0,SingleFamily,1926.0,2586259.0,94127.0
Address: 375 28th Street,375 28th St,2.0,3.0,1647.0,03/06/2014,2070000.0,37.74482,-122.430683,Noe Valley,5.0,SingleFamily,1907.0,2149713.0,94131.0
Address: 140 Broadmoor Drive,140 Broadmoor Dr,3.0,4.0,2270.0,03/06/2014,1407000.0,37.726166,-122.473557,Lakeside,8.0,SingleFamily,1942.0,1602332.0,94132.0
Address: 300 Ivy Street #213,300 Ivy St APT 213,1.0,1.0,677.0,03/06/2014,237500.0,37.777362,-122.42324,Hayes Valley,3.0,Condominium,2014.0,860126.0,94102.0
Address: 475 Tehama Street #203,475 Tehama St STE 203,1.0,1.0,618.0,03/05/2014,539000.0,37.779666,-122.405891,South of Market,3.0,Condominium,2005.0,767942.0,94103.0
Address: 246 2nd Street #1101,246 2nd St APT 1101,1.0,1.0,668.0,03/05/2014,685000.0,37.785747,-122.397399,Yerba Buena,3.0,Condominium,2000.0,797532.0,94105.0
Address: 355 Bryant Street #205,355 Bryant St UNIT 205,1.0,1.0,1225.0,03/05/2014,600000.0,37.78355,-122.392417,South Beach,4.0,Condominium,1917.0,1050388.0,94107.0
Address: 1885 Jackson Street #402,1885 Jackson St APT 402,2.0,2.0,900.0,03/05/2014,850000.0,37.793326,-122.42579,Pacific Heights,4.0,Condominium,1962.0,997202.0,94109.0
Address: 101 Lombard Street #906W,101 Lombard St APT 906W,2.0,2.0,1854.0,03/05/2014,660000.0,37.80347,-122.40409,Telegraph Hill,6.0,Condominium,1983.0,1775411.0,94111.0
Address: 448 Madrid Street,448 Madrid St,1.0,1.0,1060.0,03/05/2014,400000.0,37.722545,-122.432447,Excelsior,4.0,SingleFamily,1900.0,648394.0,94112.0
Address: 5511 Mission Street #5513,5511-5513 Mission St,2.0,3.0,1334.0,10/14/2014,790000.0,37.712232,-122.444709,Crocker Amazon,6.0,SingleFamily,1939.0,855292.0,94112.0
Address: 1310 Fillmore Street #408,1310 Fillmore St APT 408,1.0,1.0,800.0,03/05/2014,619000.0,37.781951,-122.431976,Western Addition,4.0,Condominium,2008.0,792627.0,94115.0
Address: 1859 Scott Street,1859 Scott St,3.0,4.0,2575.0,03/05/2014,2100000.0,37.787164,-122.438808,Lower Pacific Heights,7.0,Condominium,1900.0,3748892.0,94115.0
Address: 1704 Fulton Street,1704 Fulton St,1.0,2.0,1072.0,06/19/2014,850000.0,37.77612,-122.44505,North Panhandle,5.0,Condominium,1905.0,992941.0,94117.0
Address: 3430 Baker Street,3430 Baker St,4.0,5.0,2830.0,03/05/2014,4500000.0,37.802779,-122.446525,Marina,8.0,SingleFamily,1928.0,5468974.0,94123.0
Address: 445 Dellbrook Avenue,445 Dellbrook Ave,1.0,0.0,1127.0,03/05/2014,850000.0,37.753768,-122.454188,Midtown Terrace,7.0,SingleFamily,1958.0,1452941.0,94131.0
Address: 383 Lombard Street #404,383 Lombard St APT 404,2.0,2.0,1341.24902106612,03/05/2014,1150000.0,37.803272,-122.407826,Telegraph Hill,4.0,Condominium,1977.0,1127884.0,94133.0
Address: 601 Van Ness Avenue #647,601 Van Ness Ave APT 647,1.0,1.0,621.0,03/04/2014,460000.0,37.781386,-122.421406,Van Ness - Civic Center,2.0,Condominium,1982.0,544720.0,94102.0
Address: 40 Elgin Park,40 Elgin Park,2.0,6.0,1780.0,03/04/2014,1100000.0,37.770811,-122.423442,Mission,5.0,MultiFamily2To4,1907.0,1876490.0,94103.0
Address: 425 1st Street #2001,425 1st St UNIT 2001,1.0,1.0,837.0,03/04/2014,970000.0,37.786064,-122.392173,South Beach,3.2047150443453347,Condominium,2008.0,1159444.0,94105.0
Address: 622 Connecticut Street,622-626 Connecticut St,4.0,7.0,3700.0,03/04/2014,1479000.0,37.758439,-122.397414,Potrero Hill,12.0,MultiFamily2To4,1904.0,4332593.0,94107.0
Address: 1429 Jackson Street,1429 Jackson St,2.5,3.0,1800.0,03/03/2014,2300000.0,37.79441,-122.41851,Nob Hill,8.0,SingleFamily,1908.0,2035611.0,94109.0
Address: 668 Elizabeth Street,668 Elizabeth St,1.0,2.0,1684.0,03/04/2014,1475000.0,37.752245,-122.43575,Noe Valley,6.0,Condominium,1900.0,1358683.0,94114.0
Address: 3028 Washington Street,3028 Washington St,2.0,4.0,2725.0,03/04/2014,4950000.0,37.790662,-122.44381,Pacific Heights,8.0,Duplex,1900.0,4160838.0,94115.0
Address: 63 Delmar Street,63 Delmar St,1.0,2.0,1040.0,03/04/2014,975000.0,37.767967,-122.445884,Haight-Ashbury,5.0,Condominium,1903.0,843919.0,94117.0
Address: 79 Divisadero Street,79 Divisadero St,3.5,4.0,1845.0,03/04/2014,3360000.0,37.768553,-122.436875,Buena Vista Park,8.0,SingleFamily,1903.0,4112153.0,94117.0
Address: 6050 Geary Boulevard #401,6050 Geary Blvd # 401,1.0,1.0,938.0,03/04/2014,700000.0,37.780406,-122.48458,Central Richmond,5.0,Condominium,2000.0,823592.0,94121.0
Address: 634 27th Avenue,634 27th Ave,1.0,3.0,2090.0,03/04/2014,1084000.0,37.777392,-122.486362,Central Richmond,7.0,SingleFamily,1915.0,1473188.0,94121.0
Address: 1691 31st Avenue,1691 31st Ave,3.0,5.0,2000.0,03/05/2014,950000.0,37.755763,-122.489753,Central Sunset,8.0,SingleFamily,1932.0,1368187.0,94122.0
Address: 2956 Webster Street,2956 Webster St,2.0,2.0,1310.0,03/04/2014,1400000.0,37.798072,-122.433708,Cow Hollow,6.0,Condominium,1895.0,1541428.0,94123.0
Address: 43 Whitney Street,43 Whitney St,3.0,5.0,2040.0,03/04/2014,2250000.0,37.741022,-122.42748,Glen Park,11.0,SingleFamily,1904.0,2320751.0,94131.0
Address: 237 North Lake Merced Hills,237 N Lake Merced Hls,2.5,3.0,2062.0,03/04/2014,830000.0,37.712782,-122.482194,Lakeshore,7.0,Condominium,1975.0,925332.0,94132.0
Address: 300 Bowdoin Street,300 Bowdoin St,1.0,2.0,1100.0,03/04/2014,751000.0,37.730721,-122.41306,Portola,6.0,SingleFamily,1928.0,954968.0,94134.0
Address: 310 Townsend Street #209,310 Townsend St APT 209,2.0,2.0,1162.0,03/03/2014,1050000.0,37.777012,-122.395737,South of Market,5.0,Condominium,2006.0,1171052.0,94107.0
Address: 3025 Sacramento Street,3025 Sacramento St,6.0,7.0,3802.0,03/03/2014,588000.0,37.788441,-122.442778,Pacific Heights,15.0,Duplex,1925.0,3885046.0,94115.0
Address: 350 Broderick Street #302,350 Broderick St APT 302,1.0,1.0,672.0,03/03/2014,695000.0,37.773441,-122.438758,North Panhandle,4.0,Condominium,2007.0,807177.0,94117.0
Address: 300 Ivy Street #215,300 Ivy St APT 215,2.0,2.0,1010.0,03/03/2014,967000.0,37.777362,-122.42324,Hayes Valley,4.0,Condominium,2014.0,1300261.0,94102.0
Address: 355 1st Street #S810,355 1st St UNIT S810,1.0,1.0,675.0,02/28/2014,740000.0,37.787031,-122.393642,South Beach,3.0,Condominium,2004.0,835034.0,94105.0
Address: 249 Shipley Street #IT2,249 Shipley St # IT2,1.5,1.0,892.0,02/28/2014,695000.0,37.77889,-122.403756,South of Market,3.0,Condominium,1999.0,799788.0,94107.0
Address: 249 Shipley Street It2,249 Shipley St # IT2,1.5,1.0,892.0,02/28/2014,695000.0,37.77889,-122.403756,South of Market,3.0,Condominium,1999.0,799788.0,94107.0
Address: 219 Brannan Street #12A,219 Brannan St UNIT 12A,1.5,1.0,808.0,02/28/2014,995000.0,37.782575,-122.390364,South Beach,3.0,Condominium,2000.0,1116988.0,94107.0
Address: 88 King Street #1322,88 King St UNIT 1322,2.0,3.0,1369.0,02/28/2014,1800000.0,37.78063,-122.389625,South Beach,6.0,SingleFamily,2000.0,1617928.0,94107.0
Address: 750 2nd Street #401,750 2nd St APT 401,2.0,2.0,1591.0,02/28/2014,1935000.0,37.780006,-122.390274,South Beach,5.0,Condominium,2013.0,2175716.0,94107.0
Address: 960 Bush Street #113,960 Bush St #113,1.0,1.0,550.0,02/28/2014,407500.0,37.789945,-122.412735,Downtown,4.0,Condominium,1982.0,625506.0,94109.0
Address: 2363 Larkin Street #4,2363 Larkin St APT 4,1.0,1.0,663.0,02/28/2014,560000.0,37.799705,-122.421145,Russian Hill,3.0,Condominium,1923.0,587975.0,94109.0
Address: 900 Bush Street #517,900 Bush St APT 517,2.0,2.0,831.0,02/28/2014,620000.0,37.789945,-122.412735,Downtown,5.0,Condominium,1982.0,836978.0,94109.0
Address: 400 Alemany Boulevard #8,400 Alemany Blvd APT 8,2.0,2.0,866.0,07/30/2014,450000.0,37.733085,-122.414555,Bernal Heights,5.0,Condominium,2003.0,604832.0,94110.0
Address: 148 Elsie Street,148 Elsie St,1.0,1.0,700.0,03/17/2015,810000.0,37.742151,-122.418334,Bernal Heights,5.0,SingleFamily,1907.0,983736.0,94110.0
Address: 334 Holladay Avenue,334 Holladay Ave,2.0,3.0,1275.0,02/28/2014,760000.0,37.744441,-122.406028,Bernal Heights,6.0,SingleFamily,1917.0,1360697.0,94110.0
Address: 4107 A Folsom Street,4107A Folsom St,1.0,2.0,822.0,02/28/2014,795000.0,37.735782,-122.413404,Bernal Heights,4.0,Condominium,1908.0,791391.0,94110.0
Address: 2209 Bryant Street,2209 Bryant St,1.0,3.0,1212.0,02/28/2014,1100000.0,37.758951,-122.409401,Mission,5.0,Condominium,1907.0,1096828.0,94110.0
Address: 132 Brewster Street,132 Brewster St,2.5,4.0,1932.0,02/28/2014,1250000.0,37.744557,-122.407219,Bernal Heights,7.0,SingleFamily,1986.0,2007987.0,94110.0
Address: 3135 24th Street #6,3135 24th St # 6,3.0,3.0,1878.0,02/28/2014,1589000.0,37.752426,-122.414786,Mission,6.0,Condominium,2014.0,1817362.0,94110.0
Address: 3135 24th Street #4,3135 24th St APT 4,3.0,3.0,1908.0,02/28/2014,1710000.0,37.752426,-122.414786,Mission,6.0,Condominium,2014.0,1848241.0,94110.0
Address: 555 Paris Street,555 Paris St,1.0,2.0,1200.0,02/28/2014,680000.0,37.719838,-122.435983,Excelsior,5.0,SingleFamily,1926.0,756828.0,94112.0
Address: 180 Laura Street,180 Laura St,2.0,3.0,1355.0,02/28/2014,725000.0,37.711607,-122.452218,Outer Mission,6.0,SingleFamily,1929.0,760898.0,94112.0
Address: 2586 San Jose Avenue,2586 San Jose Ave,1.0,2.0,900.0,02/28/2014,895000.0,37.716701,-122.450307,Ingleside,13.0,SingleFamily,1909.0,698506.0,94112.0
Address: 55 Homestead Street,55 Homestead St,1.0,2.0,708.0,02/28/2014,950000.0,37.750082,-122.43914,Noe Valley,5.0,SingleFamily,1900.0,1422594.0,94114.0
Address: 2206 38th Avenue,2206 38th Ave,1.0,3.0,1300.0,02/28/2014,800000.0,37.745685,-122.496032,Outer Parkside,6.0,SingleFamily,1948.0,942115.0,94116.0
